Brand Name	Mfg Code	Warranty Description	Warranty URL	Warranty Tel#	Warranty Months	Months for Parts	Comments
Kentmere	KJ						Warranty Not Applicable
Kenwood	KENW		https://www.kenwood.com/usa	8005369663			Warranty Not Available on MFR
Keslow Camera							No SKU is not listed on Adorama
Keson		Keson	https://www.keson.com	8003453766			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Kessler	KES	Kessler	https://kesslercrane.com/policies/refund-policy	5744002251			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Kestrel	B3	Kestrel	https://kestrelinstruments.com/warranty	8007844221	60.0	60.0	
Keyhole			http://backcountrysolutions.com				Warranty Not Available on MFR
Kiloview	KLVW	Kiloview	https://www.kiloview.com		12.0	12.0	
Kimwipes	DK						Warranty Not Applicable
Kinefinity	KINEF	Kinefinity	https://www.kinefinity.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Kinetronics							Warranty Not Applicable
KINGJOY		KINGJOY	http://www.kingjoyusa.com/en	4085834362			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Kingston Technology	KG	Kingston Technology	https://www.kingston.com/en/company/warranty	8775464786			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Kino Flo	KINO	Ballasts	https://kinoflo.com/warranty	8183551594	24.0	24.0	
	KINO	Lighting Fixtures	https://kinoflo.com/warranty	8183551594	12.0	12.0	
	KINO	Lamps	https://kinoflo.com/warranty	8183551594	6.0	6.0	
Kinotehnik	KNTNK	Kinotehnik	https://kinotehnik.com/terms-and-conditions	8187608290			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Kipon	SGF	Kipon	https://kipon.com		12.0	12.0	As per Adorama
kippertie	KIPPERTIE	kippertie	https://store.kippertie.com/refund_returns		12.0	12.0	
Kirk	KI	Kirk	https://kirkphoto.com/quick-release-clamps.html	2606653670	60.0	60.0	
KitDive		KitDive	https://www.kitdive.com/pages/warranty		12.0	12.0	
KJB Security Products	KJB	KJB Security Products	https://www.kjbsecurity.com	8005904272			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Klark Teknik	KLRK	Klark Teknik	https://www.klarkteknik.com/service.html				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
KLH	KLH	KLH	https://klhaudio.com/home-audio	8335548326			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Klipsch	KLIP	Klipsch	https://www.klipsch.com/policies	8005547724			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Klover	KLVR	Klover	https://www.kloverproducts.com/terms-conditions	6083715660	12.0	12.0	
KMZ							Mfr Not Found
KNA Pickups	KNA	KNA Pickups	https://www.knapickups.com/en/warranty-policy	9168535606	12.0	12.0	
Knekt		Knekt	https://shootknekt.com/tcs		12.0	12.0	
Knog		Knog	https://www.knog.com/pages/returns-warranty		24.0	24.0	
Knox							No SKU is not listed on Adorama
KOCH	KOCH		https://www.koch-amps.com				Warranty Not Available on MFR
Koch Media	KOCHM	Koch Media	https://plaion.com		3.0	3.0	As per Adorama
Kodak	KK	Kodak	https://www.kodak.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Koei Tecmo	KOEITEC	Koei Tecmo	https://www.koeitecmoamerica.com		3.0	3.0	As per Adorama
Koh Global							Warranty Not Applicable
Kolari Vision	KOLARI	Kolari Vision	https://kolarivision.com	8445652741	99.0	99.0	
Kolibri	KLBRI	Kolibri	https://kolibriusa.com	8667109980	12.0	12.0	
KOMPUTERBAY							Mfr Not Found
Komura							Mfr Not Found
Konami	KNM	Konami	https://www.konami.com/games/us/en		3.0	3.0	As per Adorama
Kondor Blue	KONDORBLUE	Kondor Blue	https://kondorblue.com/pages/warranty	5622834033	99.0	99.0	
Konftel	KNFTL	Konftel	https://www.konftel.com/en/support	8006087474	24.0	24.0	
Kong Audio	KNGAU						Warranty Not Applicable
Koni Omega							Mfr Not Found
Konica	KC						Mfr Not Found
Konova			https://konovaphoto.com	2133411618			Warranty Not Available on MFR
Kontrolfreek	STEELSR	Kontrolfreek	https://www.kontrolfreek.com		1.0	1.0	
Konus	KONUS		https://www.konuscopes.com/us	3058847618			Warranty Not Available on MFR
Koolertron							No SKU is not listed on Adorama
Koozam			https://www.koozam.com				Warranty Not Available on MFR
Kopul	RG	Kopul	https://www.kopulcables.com/warranty	2125942120	12.0	12.0	
Korg	KORG	Piano	https://www.korgusa.com	6313906500	12.0	12.0	http://www.korgusa.com/warranty
	KORG	Pedals	https://www.korgusa.com	6313906500	3.0	3.0	
	KORG	Accessories	https://www.korgusa.com	6313906500	3.0	3.0	
Koss	KH	Koss	https://koss.com/pages/warranty-repair	8008725677	12.0	12.0	
Kowa	K5	Kowa	https://www.kowa-usa.com	8009665692			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Kramer Electronics	K2	Kramer Electronics	https://www1.kramerav.com/us/page/limited-warranty	8882756311			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Krane	KRANE	Krane	https://kranecarts.com/pages/warranty-info		99.0	99.0	
Krazy	KRZ						Warranty Not Applicable
Kremona	KREM	Kremona	https://www.kremonausa.com/en/warranty-policy		36.0	36.0	
KResearch	KRS		https://www.kresearch.com				Warranty not available on MFR
KRK	KRK	Monitors	https://www.krkmusic.com/Support/Product-Warranty	8004442766	36.0	36.0	
	KRK	Grill Accessories	https://www.krkmusic.com/Support/Product-Warranty	8004442766	36.0	36.0	
	KRK	Headphones	https://www.krkmusic.com/Support/Product-Warranty	8004442766	12.0	12.0	
	KRK	Computer Audio Devices	https://www.krkmusic.com/Support/Product-Warranty	8004442766	12.0	12.0	
	KRK	Room Correction Devices	https://www.krkmusic.com/Support/Product-Warranty	8004442766	12.0	12.0	
Kroll	FO		https://www.krollcorp.com	8003596912			Warranty not available on MFR
K-Tek	KX	K-Tek	https://ktekpro.com/support/warranty-registration	7607270593	12.0	12.0	
Kumbacam	KUMBA						Mfr Not Found
Kupo	KUPOLE	Kupo	https://kupogrip.com/warranty	9143477628	24.0	24.0	
Kuvrd	KUVRD	Kuvrd	https://kuvrdcamera.com/pages/lifetime-replacement-warranty		99.0	99.0	
KV331 Audio	KV331						Warranty Not Applicable
Kyocera	KV	Solar Energy	https://americas.kyocera.com/other/warranty		120.0	120.0	
	KV	Fine Ceramics	https://americas.kyocera.com/other/warranty		1.0	1.0	
	KV	Semiconductor Components	https://americas.kyocera.com/other/warranty		6.0	6.0	
	KV	Display Division	https://americas.kyocera.com/other/warranty		12.0	12.0	
	KV	Automotive Components	https://americas.kyocera.com/other/warranty		1.0	1.0	
La Patrie	LPTR	Guitars	https://godinguitars.com/faq	5144575774	99.0	99.0	Same as Godin Brand
	LPTR	Electronics	https://godinguitars.com/faq	5144575774	12.0	12.0	
	LPTR	Accessories	https://godinguitars.com/faq	5144575774	12.0	12.0	
Lab Gruppen	LABGRUPPEN	Lab Gruppen	https://www.labgruppen.com/service.html		12.0	12.0	
Labpano	LAP	Labpano	https://www.labpano.com/en/WarrantyPolicy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
LaCie	L7	LaCie	https://www.lacie.com	8555888532			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lag	LAG	Lag	https://www.lagguitars.com		12.0	12.0	
Laird	LAIRD	Laird	https://www.lairddigitalcinema.com	8008980759	12.0	12.0	
Lamp	LM	Lamp	https://www.ushio.com	8008387446	12.0	12.0	
LANDOU	GX						Warranty Not Applicable
Lanparte	LNPRT		http://www.lanparte.com				Warranty not available on MFR
Larson Electronics	LRSNE						Not in Adorama Brand List
Laser Ammo	E7	Laser Ammo	https://www.laserammo.com/legal/return-policy	5168581262	12.0	12.0	
LaserMax	3L	LaserMax	https://www.lasermax.com/warranty	8005273703	60.0	60.0	
LaserSoft Imaging	LV						Warranty Not Applicable
Latch Lake	LTCHLK		https://latchlakemusic.com	8005282437			Warranty not available on MFR
LaView	LVW						Not in Adorama Brand List
Lawmate	LWMT	Lawmate	https://www.lawmate-technology.com	2818295577			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Laxihub	LXB						Not in Adorama Brand List
LC Technology	IS						Warranty Not Applicable
LDS	RG						Not in Adorama Brand List
Leader	LEADER	Leader	https://www.leader.co.jp/en/products	7813263135	24.0	24.0	As Per Adorama
Leader Electronics	RG						Not in Adorama Brand List
LeashTec	CS						Warranty Not Applicable
Leatherman	1L	Leatherman	https://www.leatherman.com/customerservice-warranty.html	8008478665			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lectrosonics	LECTRO	Lectrosonics	https://www.lectrosonics.com/service-and-repair.html	8008211121	12.0	12.0	
LED Lenser	LEDL		https://www.ledlenserusa.com/pages/warranty-claim-form				Warranty only when Product Registered
Ledgo	LEDGO		http://www.ledgo.co.uk/support				Warranty not available on MFR
LEDZ	9L						Mfr Not Found
Lee Filters	LE	Lee Filters	https://leefilters.com	8005765055			Warranty not available on MFR
Leica	LC	Leica	https://leica-camera.com/en-int/warranty-conditions	8002220118			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Leitz	ARC						Mfr Not Found
Lemo	ARC						Not in Adorama Brand List
Lenmar	LR						Mfr Not Found
Lenny's	RG						Not in Adorama Brand List
Lenovo	5L	Lenovo	https://support.lenovo.com/us/en	8552536686			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lensbaby	L1	Lensbaby	https://lensbaby.com/pages/faq	8888860826	12.0	12.0	
LensCoat	L4	LensCoat	https://www.lenscoat.com		12.0	12.0	https://www.lenscoat.com/shipping.php
LENSGO	LYNCA		https://www.lensgo.net				Warranty not available on MFR
LensPen	CP						Warranty Not Applicable
LenzBuddy	LENZBUDDY	LenzBuddy	https://www.lenzbuddy.com	4698316985	1.0	1.0	
Letscom	LETSFIT						Not in Adorama Brand List
LetsFit	LEF	LetsFit	https://letsfit.com	8552969981	18.0	18.0	
Letus	6L	Letus	https://www.letus35.com/warranty	8777753887	12.0	12.0	
	6L	Batteries	https://www.letus35.com/warranty	8777753887	6.0	6.0	
Leupold	LEU	Leupold	https://www.leupold.com/support/lifetime-guarantee	8005387653	99.0	99.0	24 Month - On Electronics
Leviton	RG						Not in Adorama Brand List
Levoit	LEVOIT	Levoit	https://levoit.com/pages/warranty-policy-levoit	8887268520	24.0	24.0	
Lewitt	LEW	Lewitt	https://www.lewitt-audio.com/warranty		24.0	24.0	
Lex	LEX	Lex	https://lexproducts.com/about/lex-sales-policies	8006434460	12.0	12.0	
	LEX	Lex PowerGATE	https://lexproducts.com/about/lex-sales-policies	8006434460	24.0	24.0	
	LEX	PCS Products	https://lexproducts.com/about/lex-sales-policies	8006434460	24.0	24.0	
	LEX	Molded Multi-Cable Assemblies	https://lexproducts.com/about/lex-sales-policies	8006434460	60.0	60.0	
Lexar	LEXAR	Lexar	https://www.lexar.com/support/warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lexicon	E5	Lexicon	https://lexiconpro.com/warranty	8447764899			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lexmark	LEXMARK	Lexmark	https://support.lexmark.com/en_us/warranty-service.html	8005396275	12.0	12.0	
LG	L2	LG	https://www.lg.com/us/support/warranty-information	8002430000			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
LG Gram	LGG	LG Gram	https://www.lg.com/us/support/warranty-information	8002430000			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lian-Li	LIANLI	Lian-Li	https://lian-li.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Liba Fabrics	LBF						Warranty Not Applicable
Libec	LB	Libec	https://www.libecsales.com	8883725852			Warranty not available on MFR
Life+Gear	LFGR						Warranty Not Applicable
LifeProof	LIFEPROOF	LifeProof	https://www.otterbox.com/en-us/lifeproof-warranty-full.html	8556887269	12.0	12.0	
	LIFEPROOF	Softgoods Products	https://www.otterbox.com/en-us/lifeproof-warranty-full.html	8556887269	99.0	99.0	
Lifesense	LFSNS	Lifesense	https://www.lifesense.com/service/after-sales				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
LifThor	LIFTHOR	LifThor	https://www.lifthor.com/warranty		24.0	24.0	
Light & Motion	LTMTN	Light & Motion	https://lightandmotion.com/pages/warranty-policy-stellapro	8316451538	24.0	24.0	
Light Factory	RG						Not in Adorama Brand List
Light Motion	RG						Not in Adorama Brand List
LightBridge	LIGHTB	LightBridge	https://www.thelightbridge.com				Warranty not available on MFR
Lightgear usa	RG						Not in Adorama Brand List
Lighttools	L6	Lighttools	https://lighttools.com/pages/lighttools-warranty	8004177431	36.0	36.0	
Lightware	LW	Lightware	https://lightwareinc.com/warranty		12.0	12.0	
Lightwave	LTW						Warranty Not Applicable
Lilliput	LILL	Lilliput	https://www.lilliput.com/after-sales-service	9095988118	12.0	12.0	
Limelite	BZ						Not in Adorama Brand List
Limitless Aerial Systems	RG						Not in Adorama Brand List
Linco	LINCO	Linco	https://www.lincostore.com/pages/warranty-return-policy	8778354626			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lindahl	LH						Mfr Not Found
Lindell Audio	LINDL	Lindell Audio	https://lindellaudio.com		12.0	12.0	
Lindsey Optics	LNDSY	Lindsey Optics	https://www.lindseyoptics.com/about-us	6615227101	12.0	12.0	
Line 6	LINE6	Line 6	https://line6.com/warranty	8185753600	12.0	12.0	
	LINE6	Accessories	https://line6.com/warranty	8185753600	3.0	3.0	
Lineco	L0						Warranty Not Applicable
Link Electronics	LINKEL	Link Electronics	https://linkelectronics.com/about	4173203438	120.0	120.0	
Linksys	RG		https://www.linksys.com				Warranty not available on MFR
LiquidNano	LQNANO						Not in Adorama Brand List
Listec Teleprompters	LISTEC						Not in Adorama Brand List
Listen Technologies	LSTNT	Listen Technologies	https://www.listentech.com/support/warranty	8012338992			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
LiteGear	LTG	LiteGear	https://www.litegear.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
LiteMat	ARC	LiteGear	https://www.litegear.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Litepanels	L8	Litepanels	https://www.litepanels.com/en/product-support/warranty	8005411667	12.0	12.0	
Litra	LTRTRCH						Mfr Not Found
Littlite	LITTL	Littlite	https://www.littlite.com/warranty	8108524242	99.0	99.0	
	LITTL	LED Desk Lamps	https://www.littlite.com/warranty	8108524242	60.0	60.0	
	LITTL	Accessories	https://www.littlite.com/warranty	8108524242	60.0	60.0	
Livestream	LIVES		https://help.livestream.com/hc/en-us	8779778732			Warranty not available on MFR
LiveU	LIVEU	LiveU	https://www.liveu.tv	2017425229			Warranty not available on MFR
Lockcircle	RG						No SKU is not listed on Adorama
Logan Electric	LG						Mfr Not Found
Logan Graphics	LG		https://www.logangraphic.com				Warranty not available on MFR
LogicKeyboard	4L	LogicKeyboard	https://logickeyboard.com/shop/cms-terms-of-sale.html	9286341161	12.0	12.0	
Logiix	LO	Logiix	https://www.logiix.ca/pages/shipping-warranty	8554126632	12.0	12.0	
Logisys	LO	Logisys	https://www.logitech.com/en-us	5107958500	12.0	12.0	
Logitech	LO	Logitech	https://www.logitech.com/en-us	5107958500			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Logitech G	LO	Logitech G	https://www.logitechg.com/en-us	6464543200			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
LokSak	LOK	LokSak	https://loksak.com/warranty-info	2393315550	1.0	1.0	
Lomo	RG						No SKU is not listed on Adorama
Lomography	8L	Lomography	https://www.lomography.com/about/faq	7184227581			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
							
Loocam	LOOC						Mfr Not Found
Lorex	LOREX	Lorex	https://www.lorex.com/pages/warranty	8884256739			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Loupedeck	LDPK	Loupedeck	https://loupedeck.com/shipping		12.0	12.0	
Louroe	RG						Not in Adorama Brand List
Lowel	LL	Stands and Poles	http://www.lowel.ru/about.html		60.0	60.0	
	LL	Lighting Fixtures	http://www.lowel.ru/about.html		24.0	24.0	
	LL	All Other Products	http://www.lowel.ru/about.html		12.0	12.0	
Lowell Manufacturing	LWLL	Lowell Manufacturing	https://www.lowellmfg.com/limited-warranty	8003259660			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lowepro	LP	Lowepro	https://www.lowepro.com/us-en/warranty	2018189500	24.0	24.0	
LR Baggs	LRBGS						Not in Adorama Brand List
Lumantek	LMNTK	Lumantek	http://www.lumantek.com/inc/warranty.html		12.0	12.0	
Lume Cube	LUMCUB	Lume Cube	https://lumecube.com/pages/warranty-policy	8447815816	12.0	12.0	
Lumedyne	LY	Lumedyne	https://www.lumedyne.com/shipping-returns	6302331545	24.0	24.0	
LuMee	LUMEE						Not in Adorama Brand List
Lumen Radio	LMNRAD		https://lumenradio.com	8165103812			Warranty not available on MFR
Lumens	LUMNS	Lumens	https://www.mylumens.com/en/Warranty	8666000988	60.0	60.0	Except for Cables and Batteries Which Have 1 Year Warranty
Lumijet	LJ						Warranty Not Applicable
Luminesque	RG						No SKU is not listed on Adorama
LumiQuest	LQ	LumiQuest	https://lumiquest.com	8304384646	99.0	99.0	
Luna	LUNA	Luna	https://www.lunaguitars.com/faq_warranty.php	8007935273	99.0	99.0	
Luna Optics	LUNAOPTICS	Luna Optics	https://www.lunaoptics.com	9727221100	12.0	12.0	
Lupo	48	Lupo	https://www.lupo.it/en		12.0	12.0	As Per Adorama
Lutron	LUTRON						Not in Adorama Brand List
Luxbell	RG						Not in Adorama Brand List
Luxli	RG						Not in Adorama Brand List
Luxor	LUX	Whiteboards	https://www.luxorworkspaces.com/contact-us/warranty	8003234656	120.0	120.0	
	LUX	KwikBoost EdgePower	https://www.luxorworkspaces.com/contact-us/warranty	8003234656	12.0	12.0	
	LUX	Acoustic Panels	https://www.luxorworkspaces.com/contact-us/warranty	8003234656	60.0	60.0	
	LUX	Acrylic Panels	https://www.luxorworkspaces.com/contact-us/warranty	8003234656	60.0	60.0	
	LUX	SideTrak Products	https://www.luxorworkspaces.com/contact-us/warranty	8003234656	12.0	12.0	
Lyman	LYMAN	Lyman	https://www.lymanproducts.com/product-warranties	8002259626			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Lynn Peavey	LYNNP		https://lynnpeavey.com	8002556499			Warranty not available on MFR
Lynred USA	SOFRA		https://www.lynred-usa.com	9738820211			Warranty not available on MFR
Lynx Studio	LYNXS	Lynx Studio	https://www.lynxstudio.net	7145454700	12.0	12.0	
Lynx Technik AG	LYNXTECH	Lynx Technik AG	https://www.lynx-technik.com	6612518600	36.0	36.0	
M C S	A	Microsoft	https://www.microsoft.com/en-us	8664254709			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
MA Lighting	RG						Not in Adorama Brand List
Mac group	RG						Not in Adorama Brand List
Mac Locks	RG						Not in Adorama Brand List
Macally	YM	Macally	https://us.macally.com	8006441132	24.0	24.0	
Mack Camera Repair	M8	Mack Camera Repair	https://mackcam.com/warranties	8002526225	36.0	36.0	
Mackie	MACKIE	Mackie	https://mackie.com/intl/warranty	8668585832	12.0	12.0	As per Adorama
MadlyFins	RG						Not in Adorama Brand List
Magenta Research	MAGR	Magenta Research					Mfr Not Found
Magewell	MGWL	Magewell	https://www.magewell.com/quality-assurance				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Magic Leap	MAGICL		https://www.magicleap.com/legal/warranty#heading-0	8334562442			Not in Adorama Brand List
Magic Multi Media	RG						Not in Adorama Brand List
MagiCue	MGCU	MagiCue	https://dracobroadcast.com/return-and-repair-policy		12.0	12.0	
Magix	MGX	Magix					Warranty Not Applicable
Magliner	RG						Not in Adorama Brand List
MagLite	MAGL	MagLite	https://maglite.com/pages/warranty	9099471006			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Magma	MGM	Magma	https://www.magma-bags.de/warranty		24.0	24.0	
MagMod	MAGMD	MagMod	https://magnetmod.com/pages/warranty		12.0	12.0	
Magnat	MAGNAT	Power Speakers	https://magnat-usa.com/warranty	8442800002	60.0	60.0	
MAGNETIC CARD	RG						Not in Adorama Brand List
Magnus	RG						No SKU is not listed on Adorama
	MAGNAT	Passive Speakers	https://magnat-usa.com/warranty	8442800002	60.0	60.0	
	MAGNAT	Subwoofers	https://magnat-usa.com/warranty	8442800002	60.0	60.0	
	MAGNAT	HiFi- Electronic Components	https://magnat-usa.com/warranty	8442800002	24.0	24.0	
	MAGNAT	Turntables	https://magnat-usa.com/warranty	8442800002	24.0	24.0	
	MAGNAT	Turntable Cartridge	https://magnat-usa.com/warranty	8442800002	12.0	12.0	
Magoog	AMZN						Not in Adorama Brand List
Magpul	RG						Not in Adorama Brand List
Maha	BY	Maha	https://mahaenergy.com/warranty	8003769992			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
MakeMusic	MAKM						Warranty Not Applicable
MakerBot	MAKE3D		https://www.makerbot.com/				Not in Adorama Brand List
Makita	RG						Not in Adorama Brand List
Makito	RG						Not in Adorama Brand List
Malden International	MQ						Warranty Not Applicable
Mamiya	RG						No SKU is not listed on Adorama
Manage XR	MANAGE XR						Warranty Not Applicable
Manhattan Edit Workshop	52						Not in Adorama Brand List
Manios Digital & Film	MANI						Not in Adorama Brand List
Manley Labs	MANL	Manley Labs	https://www.manley.com/warranty		3.0	3.0	
Manuel Rodriguez Guitars	MRG						Not in Adorama Brand List
MAONO	MAONO	MAONO	https://maono.mx/pages/politica-de-devolucion-y-reembolso		12.0	12.0	
Marani	MRNI	Marani	https://marani-proaudio.com		12.0	12.0	
Marantz	MARANTZ	Marantz	https://www.marantz.com/en-us/support/limited-warranty	8006546633			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Marathon	DEEJ		https://www.marathonpro.com/policies.html				Warranty not available on MFR
Marbl	1SV	Marbl	https://www.marblorbit.com/warranty		12.0	12.0	As per Adorama
Marco Consoles	RG						Not in Adorama Brand List
MARKERREEL	MR	MARKERREEL	https://www.markertek.com/our-guarantee	8452463036	12.0	12.0	As per Adorama
Marshall	CH		https://marshall.com/about/legal-information/terms-of-use				Warranty Not Available on MFR
Marshall Electronics	M2	Marshall Electronics	https://marshall-usa.com/company/warranty.php	3103330606			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Marshall's Photo Coloring System	CH						Warranty Not Applicable
Martin Audio	MAAU						No SKU is not listed on Adorama
Martin Lighting	MARTLTG	Martin Lighting	https://www.martin.com/en/support/warranty_policy	8447764899			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Marumi	MAR	Marumi	https://www.marumi-global.com/pages/warranty		12.0	12.0	
Master Built	ARC						Not in Adorama Brand List
Master Lock	RG						Not in Adorama Brand List
Matrox	MA	Matrox	https://video.matrox.com/en/support/warranty	8003614903			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Matterport	MTP	Matterport	https://matterport.com/legal/camera-terms-of-sale	8889938990	12.0	12.0	
Matthews	MT	Matthews	https://www.msegrip.com/pages/terms-and-conditions-1	8188436715	12.0	12.0	
M-Audio	MAUD	M-Audio	https://m-audio.com	4016585765	12.0	12.0	
Maven Filters	MAVEN	Filters	https://mavenfilters.com		99.0	99.0	
Maxell	ML	Maxell	https://maxell-usa.com/warranty-returns	8005332836			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Maxim	RG						Not in Adorama Brand List
Maximum Games	MXGMS	Maximum Games	https://www.maximumgames.com/about-us		3.0	3.0	As per Adorama
Maxon	RG						Not in Adorama Brand List
Maxpedition	NC	Maxpedition	https://www.maxpedition.com/pages/warranty-policy	3107680098	99.0	99.0	
MaxView	RG						Not in Adorama Brand List
Maya	RG						Not in Adorama Brand List
McAdams	MCADM						Not in Adorama Brand List
MCS	MCS	MCS					MFR not Found
Meade	MD	Meade	https://www.meade.com/content/warranty-information	8006263233	24.0	24.0	
Mediabridge	RG						No SKU is not listed on Adorama
MEDTECH Forensics	MEDTECH	MEDTECH Forensics	https://medtechforensics.com	8005966420			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
MEE audio	MEE	MEE audio	https://meeaudio.supportsync.com	6269651008	12.0	12.0	
	MEE	Pinnacle P1 Earphones	https://meeaudio.supportsync.com	6269651008	24.0	24.0	
	MEE	Accessories	https://meeaudio.supportsync.com	6269651008	3.0	3.0	
Mega Tiny	MGTNY						Mfr Not Found
Megadap	MEGADAP	Lens Adapter	https://megadap.net		24.0	24.0	
Meike	MEIKE	Meike	https://meikeglobal.com		12.0	12.0	As per Adorama
Meinl	MEINL	Meinl	https://meinlcymbals.com/en/service		24.0	24.0	
Meking	MEKIN	Meking					Mfr Not Found
Melbourne Instruments	MLBRN	Melbourne Instruments	https://www.melbourneinstruments.com/terms		24.0	24.0	
MeldaProduction	MELDA						Warranty Not Applicable
Mellanox	MLNX	Mellanox	https://www.nvidia.com/en-us/shield/warranty		12.0	12.0	
Memorex	4M						Not in Adorama Brand List
Mengshen	RG						Not in Adorama Brand List
Meopta	MO	Meopta	https://www.meopta.com/en/extended-warranty	8008288928			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Meta	META	Meta	https://www.meta.com/legal/limited-warranty	8332390546	12.0	12.0	
Metabones	META	Metabones	https://www.metabones.com		12.0	12.0	As per Adorama
metaSETZ	MTSTZ		https://www.metasetz.com	8006926442			Warranty not available on MFR
Metz	MZ		https://metz-ce.de/en				Warranty not available on MFR
Meural	MURL						Warranty Not Applicable
Mevo	LO	Camera	https://www.mevo.com/pages/hardware-warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Meyer-Optik Gorlitz	MOG2	Meyer-Optik Gorlitz	https://www.meyer-optik-goerlitz.com/en		24.0	24.0	
MFW	RG						Not in Adorama Brand List
MG Electronics	RG						Not in Adorama Brand List
M-Game	MGAME	M-Game	https://www.m-game.com		12.0	12.0	
MicaSense	MICA	MicaSense	https://support.micasense.com/hc/en-us		12.0	12.0	
Microboards Technology	1M	Microboards Technology	https://www.microboards.com	8006468881			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Microduino	MICRODUINO	Microduino	https://www.microduinoinc.com/support/warranty	8189000804	3.0	3.0	
Microflex	DIVALS						Warranty Not Applicable
Micron	31						Mfr Not Found
Microphone Madness	RG						No SKU is not listed on Adorama
Microsoft	MSH	Microsoft	https://www.microsoft.com/en-us	8664254709			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
MicW	MICW	MicW	http://www.mic-w.com	6158331824			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Midas	MIDA	Midas	https://www.midasconsoles.com/service.html		12.0	12.0	
Middle Atlantic	MDA	Middle Atlantic	https://www.legrandav.com/policies/warranty_information	8669773901			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Middle Things	MIDTHINGS	Middle Things	https://www.middlethings.co		12.0	12.0	As per Adorama
Midea	MID						Not in Adorama Brand List
Midland	Z8	Two-Way Radio	https://midlandusa.com/pages/warranty	8162418500	36.0	36.0	
	Z8	MicroMobile	https://midlandusa.com/pages/warranty	8162418500	12.0	12.0	
	Z8	BizTalk	https://midlandusa.com/pages/warranty	8162418500	24.0	24.0	
	Z8	Accessories	https://midlandusa.com/pages/warranty	8162418500	3.0	3.0	
miggo	PCTR						Mfr Not Found
Miktek	MIKTK		https://www.miktekaudio.com/warranty	6152502434			Warranty not available on MFR
Milestone	RG						Not in Adorama Brand List
Millennia	MLNIA	Millennia	https://mil-media.com/support	5306470750	24.0	24.0	
Miller	MV	Miller	https://www.millertripods.com/warranty	9738578300	36.0	36.0	
Milspec	MILSPC	Milspec	https://www.centurywire.com	8009995566	99.0	99.0	As per Adorama
